FrameId	Name	dG	Equation
R6-RXN	EC 3.7.1.-	-6.807125	dihydrophloroglucinol + H2O  ->  3-hydroxy-5-oxohexanoate + H+
RXN-16824	EC 1.11.2.M1	-67.207016	indole + hydrogen peroxide  ->  indolin-3-one + H2O
RXN-17332	RXN-17332	24.746998	1,6,8-trimethylallantoate + H2O  ->  glyoxylate + N,N'-dimethylurea + N-methylurea
ORNDECARBOX-RXN	EC 4.1.1.17	-3.7141151	L-ornithine + H+  ->  CO2 + putrescine
RXN-13163	EC 4.2.1.33	-1.42	(2R,3S)-3-isopropylmalate  <-->  (2S)-2-isopropylmalate
RXN-13067	EC 1.5.3.19	-18.983002	4-methylaminobutanoate + oxygen + H2O  ->  4-aminobutanoate + formaldehyde + hydrogen peroxide
RXN-19260	RXN-19260	52.873848	(S)-2,3,4,5-tetrahydrodipicolinate  ->  tabtoxinine-beta-lactam
L-RHAMNONO-14-LACTONASE-RXN	EC 3.1.1.65	-6.347122	L-rhamnono-1,4-lactone + H2O  ->  L-rhamnonate + H+
RXN-9896	RXN-9896	1.6900024	3-hydroxy-N6,N6,N6-trimethyl-L-lysine  ->  4-trimethylammoniobutanal + glycine
OXALATE-OXIDASE-RXN	EC 1.2.3.4	-38.407654	oxalate + oxygen + 2 H+  ->  2 CO2 + hydrogen peroxide
5.3.3.15-RXN	EC 5.3.2.7	0.0	ascopyrone M  ->  ascopyrone P
RXN-12065	RXN-12065	0.0	(E)-phenylacetaldehyde oxime  ->  (Z)-phenylacetaldehyde oxime
GALLATE-DECARBOXYLASE-RXN	EC 4.1.1.59	0.5241089	gallate + H+  <-->  CO2 + pyrogallol
RXN-6	RXN-6	53.81112	2-hydroxy-4-carboxypyrimidine  ->  2-amino-4-carboxypyrimidine
RXN-15480	isoepoxydon synthase	-11.277752	gentisaldehyde  ->  isoepoxydon
ACONITATE-DECARBOXYLASE-RXN	EC 4.1.1.6	-5.217636	cis-aconitate + H+  ->  CO2 + itaconate
RXN-12894	EC 3.5.1.110	1.4970016	(Z)-3-ureidoacrylate peracid + H+ + H2O  ->  (Z)-3-peroxyaminoacrylate + ammonium + CO2
RXN-16673	RXN-16673	29.936543	2-oxooctanoate  ->  L-2-amino-8-hydroxyoctanoate
RXN-13639	EC 1.14.11.-	-109.150024	L-threonine + 2-oxoglutarate + oxygen  ->  4-hydroxy-L-threonine + succinate + CO2
RXN-9978	RXN-9978	-39.48	tyramine  ->  dopamine
RXN-14114	RXN-14114	-0.23999786	beta-D-galactofuranose  =  D-allopyranose
UREIDOGLYCOLATE-LYASE-RXN	EC 4.3.2.3	3.5099945	(S)-ureidoglycolate  ->  urea + glyoxylate
RXN-19631	EC 1.13.12.4	-117.537	(S)-lactate + oxygen  ->  acetate + CO2 + H2O
RXN-13689	EC 1.1.3.8	-48.60412	L-gulono-1,4-lactone + oxygen  ->  L-ascorbate + hydrogen peroxide + H+
RXN-14471	RXN-14471	16.481117	(3R,5S)-3-hydroxy-1-pyrroline-5-carboxylate + H2O + H+  <-->  L-4-hydroxyglutamate semialdehyde
RXN-11218	EC 1.13.11.2	-73.534134	3-methylcatechol + oxygen  ->  2-hydroxy-6-oxohepta-2,4-dienoate + H+
VALGLU-RXN	EC 2.6.1.-	-1.6588898	5-acetamidovalerate + 2-oxoglutarate + H2O  <-->  L-glutamate + glutarate semialdehyde + acetate
RXN-10050	EC 3.1.1.81	-9.947117	PAI-1-2 + H2O  ->  N-(butyryl)-L-homoserine + H+
RXN-13199	EC 3.5.3.21	-5.3371353	methylenediurea + H2O  ->  N-(carboxyaminomethyl)urea + ammonium
MALEYLPYRUVATE-ISOMERASE-RXN	EC 5.2.1.4	0.0	3-maleylpyruvate  ->  3-fumarylpyruvate
D-ALANINE-GAMMA-GLUTAMYLTRANSFERASE-RXN	EC 2.3.2.14	-0.3641014	L-glutamine + D-alanine  ->  gamma-L-glutamyl-D-alanine + ammonium
RXN-14174	EC 3.5.1.100	-0.46299744	(R)-piperazine-2-tert-butylcarboxamide + H2O  ->  (R)-piperazine-2-carboxylate + tert-butylamine
RXN-14987	EC 4.3.1.23/4.3.1.25	-0.80412674	L-dopa  ->  trans-caffeate + ammonium
ALLANTOINASE-RXN	EC 3.5.2.5	-4.34713	(S)-(+)-allantoin + H2O  ->  allantoate + H+
GLYCINE-AMINOTRANSFERASE-RXN	EC 2.6.1.4	2.694107	2-oxoglutarate + glycine  <-->  L-glutamate + glyoxylate
2.6.1.35-RXN	EC 2.6.1.35	-0.2758789	oxaloacetate + glycine  <-->  L-aspartate + glyoxylate
ALTRODEHYDRAT-RXN	EC 4.2.1.7	-8.166992	D-altronate  ->  2-dehydro-3-deoxy-D-gluconate + H2O
2.6.1.70-RXN	EC 2.6.1.70	3.1958618	keto-phenylpyruvate + L-aspartate  <-->  L-phenylalanine + oxaloacetate
RXN-19258	RXN-19258	1.3199883	tabtoxinine-beta-lactam  ->  tabtoxinine-delta-lactam
1.1.99.28-RXN	EC 1.1.99.28	-5.630005	keto-D-fructose + D-glucopyranose  ->  D-glucono-1,5-lactone + D-sorbitol
PROTOCATECHUATE-34-DIOXYGENASE-RXN	EC 1.13.11.3	-98.7606	protocatechuate + oxygen  ->  3-carboxy-cis,cis-muconate + 2 H+
RXN-3523	<small>L</small>-ascorbate peroxidase	27.815857	2 monodehydroascorbate radical  ->  L-ascorbate + L-dehydro-ascorbate + H+
GUANIDINOACETASE-RXN	EC 3.5.3.2	-4.4430084	guanidinoacetate + H2O  =  urea + glycine
RXN-13329	RXN-13329	30.276985	2-iminoacetate + H+ + H2O  ->  glyoxylate + ammonium
3.5.1.95-RXN	EC 3.5.1.95	-12.801254	ureidomalonate + H2O  ->  malonate + urea + H+
RXN-9640	RXN-9640	0.0	(1E,2S)-2-methylbutanal oxime  ->  (1Z,2S)-2-methylbutanal oxime
RXN-3944	EC 3.5.2.20	5.752878	isatin + H2O  ->  isatinate + H+
3.5.99.5-RXN	EC 3.5.99.5	-6.181244	(2Z,4E)-2-aminomuconate + H2O  ->  (3E)-2-oxohex-3-enedioate + ammonium
RXN-7571	EC 2.6.1.58	-0.54000854	L-histidine + pyruvate  <-->  imidazole-pyruvate + L-alanine
RXN-19327	EC 3.5.2.-	6.057007	(S)-azetidine-2-carboxylate + H2O  ->  2-hydroxy-4-aminobutanoate
RXN-14306	EC 4.2.1.110	-7.166992	1,5-anhydro-D-fructose  =  microthecin + H2O
RXN-12862	RXN-12862	8.027008	L-dehydro-ascorbate + H2O  ->  dehydroascorbate (bicyclic form)
DIMETHYLGLYCINE-OXIDASE-RXN	EC 1.5.3.10	-16.333008	N,N-dimethylglycine + oxygen + H2O  ->  hydrogen peroxide + formaldehyde + sarcosine
HOMOACONITATE-HYDRATASE-RXN	EC 4.2.1.36	0.052978516	(1R,2S)-homoisocitrate  <-->  cis-homoaconitate + H2O
RXN-8244	EC 1.4.3.22	-23.338882	N-methylputrescine + H2O + oxygen  ->  N-methylaminobutanal + ammonium + hydrogen peroxide
R141-RXN	EC 4.2.1.112	-101.79301	acetylene + H2O  ->  acetaldehyde
HYDROXYMANDELONITRILE-LYASE-RXN	EC 4.1.2.11	23.579998	(S)-4-hydroxymandelonitrile  ->  4-hydroxybenzaldehyde + hydrogen cyanide
3-ACI-NITROPROPANOATE-OXIDASE-RXN	EC 1.7.3.5	-23.88713	3-aci-nitropropanoate + oxygen + H2O  ->  3-oxopropanoate + nitrite + hydrogen peroxide + H+
RXN-18501	RXN-18501	-25.141098	2-amino-5-oxohexanoate  ->  1-pyrroline-2-methyl-5-carboxylate + H2O + H+
RXN-13459	EC 5.3.2.6	-4.289997	(2Z)-2-hydroxypenta-2,4-dienoate  <-->  (3E)-2-oxopent-3-enoate
RXN-14728	EC 3.5.1.4	-6.857111	acetamide + H2O  ->  acetate + ammonium
RXN-17229	EC 1.1.3.5	-33.660004	D-glucopyranose + oxygen  =  D-glucono-1,5-lactone + hydrogen peroxide
R224-RXN	R224-RXN	-2.8417816	2-oxosuberate + H+  ->  7-oxoheptanoate + CO2
RXN-11457	EC 2.6.1.-	1.021759	5-guanidino-3-methyl-2-oxopentanoate + L-aspartate  <-->  3-methylarginine + oxaloacetate
RXN-9772	EC 1.5.99.-	-38.578247	L-aspartate + fumarate  ->  2-iminosuccinate + succinate + H+
RXN-8754	RXN-8754	17.466995	8-hydroxypurine + H2O  ->  6,8-dihydroxypurine
RXN-7690	RXN-7690	-1.1358719	(3R)-beta-leucine + 2-oxoglutarate  ->  L-glutamate + beta-ketoisocaproate
RXN-16747	EC 2.6.1.109	-0.3241577	3,8-dideoxy-8-oxo-alpha-D-manno-octulosonate + L-glutamate  <-->  8-amino-3,8-dideoxy-alpha-D-manno-octulosonate + 2-oxoglutarate
RXN-15247	EC 2.5.1.119	-17.454124	O-acetyl-L-serine + isoxazolin-5-one  =  3-(5-oxoisoxazolin-4-yl)-L-alanine + acetate + H+
RXN-13595	EC 1.7.3.6	-96.90112	hydroxylamine + oxygen  ->  nitrite + H2O + H+
THREONINE-RACEMASE-RXN	EC 5.1.1.6	-1.3399963	L-threonine  =  D-threonine
6-METHYLSALICYLATE-DECARBOXYLASE-RXN	EC 4.1.1.52	0.52412796	6-methylsalicylate + H+  ->  CO2 + 3-methylphenol
CATECHOL-23-DIOXYGENASE-RXN	EC 1.13.11.2	-73.51412	catechol + oxygen  ->  (2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + H+
RXN-18592	EC 5.3.1.35	-2.4599915	2-dehydro-L-erythronate  <-->  3-dehydro-L-erythronate
RXN-14806	RXN-14806	0.5200043	D-arabinopyranose  <-->  aldehydo-D-arabinose
R524-RXN	EC 4.2.1.104	-13.945877	cyanate + hydrogencarbonate + H+  ->  carbamate + CO2
RXN-16810	EC 1.1.3.-	-40.1	2-hydroxy-4-[(1E)-3-oxoprop-1-en-1-yl]-2H-pyran-6-carboxylate + oxygen  ->  arabidopaldehyde + hydrogen peroxide
RXN-16827	EC 1.14.20.-	-143.30696	(2R,6Z)-2-hydroxy-6-(hydroxymethylidene)-2,5-dimethylcyclohex-4-ene-1,3-dione + 2-oxoglutarate + oxygen  ->  stipitaldehyde + succinate + CO2 + H2O
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	EC 2.6.1.13	0.9482422	L-ornithine + 2-oxoglutarate  <-->  L-glutamate + L-glutamate-5-semialdehyde
RXN-13070	RXN-13070	-10.844112	2,3,6-trihydroxypyridine  ->  6,3-dihydroxy-2-pyridinone + H+
CHOLINE-OXIDASEII-RXN	Betaine aldehyde oxidase	-41.463013	betaine aldehyde + oxygen + H2O  ->  glycine betaine + hydrogen peroxide + H+
GALACTONDEHYDRAT-RXN	EC 4.2.1.6/4.2.1.140	-8.166992	D-galactonate  ->  2-dehydro-3-deoxy-D-galactonate + H2O
OXALODECARB-RXN	EC 1.1.1.40/4.1.1.3/1.1.1.38	-4.7817535	oxaloacetate + H+  ->  pyruvate + CO2
RXN-9380	EC 4.1.1.96	-4.3382187	carboxynorspermidine + H+  ->  norspermidine + CO2
RXN-8871	EC 3.7.1.-	0.33699036	4-coumarate + H2O  ->  4-hydroxybenzaldehyde + acetate
RXN-13090	RXN-13090	-27.990002	5-hydroxymethylfurfural + oxygen  ->  furan-2,5-dicarbaldehyde + hydrogen peroxide
RXN-12068	<i>N,N</i>-dihydroxy-L-phenylalanine carboxy-lyase	-6.4728603	N,N-dihydroxy-L-phenylalanine + H+  ->  (E)-phenylacetaldehyde oxime + CO2 + H2O
ACONITATEHYDR-RXN	cis-aconitate hydratase	-3.1329956	cis-aconitate + H2O  <-->  D-threo-isocitrate
RXN6666-4	EC 1.4.3.4	-23.963001	dopamine + H2O + oxygen  ->  3,4-dihydroxyphenylacetaldehyde + ammonium + hydrogen peroxide
RXN-12091	EC 1.5.3.13/1.5.3.17	-23.453003	N1-acetylspermidine + oxygen + H2O  ->  putrescine + 3-acetamidopropanal + hydrogen peroxide
RXN-6266	EC 1.14.11.21	-134.12698	proclavaminate + 2-oxoglutarate + oxygen  ->  dihydroclavaminate + CO2 + succinate + H2O
ADENINE-DEAMINASE-RXN	EC 3.5.4.2	-5.5929947	adenine + H+ + H2O  ->  ammonium + hypoxanthine
RXN-12110	RXN-12110	-63.907303	L-threo-tetruronate  ->  L-tartrate
RXN-6423	EC 2.6.1.82	-0.71699905	4-aminobutanal  <-->  1-pyrroline + H2O
URIDINE-NUCLEOSIDASE-RXN	EC 3.2.2.3	-0.73301697	uridine + H2O  ->  D-ribofuranose + uracil
RXN-16947	EC 1.13.11.4	-78.22823	4-methylgentisate + oxygen  ->  (2E)-3-methyl-4,6-dioxohept-2-enedioate + H+
LYXISOM-RXN	EC 5.1.3.-	-3.600006	beta-L-lyxopyranose  <-->  L-xylulose
RXN-8981	RXN-8981	-9.617004	8-aminooctan-4-one  ->  gamma-coniceine + H2O
XYLISOM-RXN	EC 5.3.1.5	-0.9400101	D-xylopyranose  <-->  D-xylulose
MALONATE-SEMIALDEHYDE-DEHYDRATASE-RXN	EC 4.2.1.27	74.393	propynoate + H2O  ->  3-oxopropanoate
RXN-14515	RXN-14515	-1.75	keto-D-fructose  ->  beta-D-fructofuranose
RXN-16002	RXN-16002	-3.090004	2-aminomalonate semialdehyde + H+  ->  2-aminoacetaldehyde + CO2
RXN-14197	EC 3.5.4.1	8.626999	5-methylcytosine + H2O + H+  ->  thymine + ammonium
ALLOPHANATE-HYDROLASE-RXN	EC 3.5.1.54	-8.978882	urea-1-carboxylate + 3 H+ + H2O  ->  2 ammonium + 2 CO2
RXN-2901	EC 2.6.1.19	0.32411194	beta-alanine + 2-oxoglutarate  <-->  3-oxopropanoate + L-glutamate
RXN-9561	RXN-9561	-4.716997	norfuraneol + 1-propanal  ->  (2E)-4-hydroxy-5-methyl-2-propylidene-3(2H)-furanone + H2O
RXN-10883	RXN-10883	0.26823425	(2Z,4Z)-2-hydroxy-5-carboxymuconate-6-semialdehyde + H+  ->  (2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate + CO2
METHYLISOCITRATE-LYASE-RXN	EC 4.1.3.30	3.978241	(2R,3S)-2-methylisocitrate  <-->  succinate + pyruvate
RXN0-3942	EC 3.5.1.94	-0.46299744	4-(gamma-L-glutamylamino)butanoate + H2O  ->  L-glutamate + 4-aminobutanoate
1.13.11.46-RXN	EC 1.13.11.46	-108.28	4-hydroxyphenylpyruvate + oxygen  ->  4-hydroxymandelate + CO2
GUANIDINOBUTYRASE-RXN	EC 3.5.3.7	-3.572998	4-guanidinobutanoate + H2O  ->  urea + 4-aminobutanoate
RXN-15581	RXN-15581	-0.86699677	D-serine  ->  2-aminoprop-2-enoate + H2O
RXN-11380	EC 4.2.1.146	-8.166992	aldehydo-L-galactonate  ->  2-dehydro-3-deoxy-L-galactonate + H2O
RXN-17136	EC 1.11.1.14	-81.37401	2 veratryl alcohol + hydrogen peroxide  ->  2 veratryl alcohol radical + 2 H2O
RXN-16611	RXN-16611	-6.239998	D-glucosone  ->  2-dehydro-D-glucopyranose
RXN-969	EC 1.1.3.15	-21.019997	glycolate + oxygen  ->  glyoxylate + hydrogen peroxide
SUCCGLUDESUCC-RXN	EC 3.5.1.96	-1.254776	N2-succinylglutamate + H2O  ->  L-glutamate + succinate
RXN490-3641	EC 1.14.11.57	-111.42	L-proline + 2-oxoglutarate + oxygen  ->  trans-4-hydroxy-L-proline + succinate + CO2
ASPARTYLTRANSFERASE-RXN	EC 2.3.2.7	-0.62002563	hydroxylamine + L-asparagine + H+  =  ammonium + beta-L-aspartylhydroxamate
RXN-17579	RXN-17579	-10.794109	hydroxymethylene acetate  ->  acetate + formaldehyde + H+
HYDROXY-MANDELATE-RACEMASE-RXN	EC 5.1.2.2	0.0	(R)-4-hydroxymandelate  ->  (S)-4-hydroxymandelate
23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN	EC 1.13.11.23	-110.12512	2,3-dihydroxyindole + oxygen  ->  anthranilate + CO2 + H+
RXN-14359	RXN-14359	-7.2671356	3-dehydro scyllo-inosose + H2O  ->  5-dehydro-L-gluconate + H+
RXN-974	RXN-974	-0.7258911	L-serine + 2-oxoglutarate  =  L-glutamate + hydroxypyruvate
RXN-15665	RXN-15665	-0.96998596	(2R,3R,4S,5S)1,3,4,5-tetrahydroxy-6-oxohexan-2-aminium  ->  mannojirimycin
RXN-15194	RXN-15194	15.577011	4-[(2Z)-2-(methylimino)ethyl]phenol + H2O  ->  (4-hydroxyphenyl)acetaldehyde + methylamine
NITROETHANE-OXIDASE-RXN	EC 1.7.3.1	-20.757126	nitroethane + oxygen + H2O  ->  acetaldehyde + nitrite + hydrogen peroxide + H+
RXN-12906	RXN-12906	4.6299934	N-methyl-2-oxoglutaramate  ->  2-hydroxy-N-methyl-5-oxoproline
3-CYANOALANINE-HYDRATASE-RXN	EC 4.2.1.65	-6.0011253	L-asparagine  <-->  3-cyano-L-alanine + H+ + H2O
R206-RXN	R206-RXN	-1.472992	trans-homoaconitate + H2O  =  (2S)-homocitrate
BETA-DIKETONE-HYDROLASE-RXN	EC 3.7.1.7	-14.207123	nonane-4,6-dione + H2O  ->  butanoate + pentan-2-one + H+
4.1.1.84-RXN	EC 4.1.1.84	-49.434883	D-dopachrome + H+  =  5,6-dihydroxyindole + CO2
RXN-12949	RXN-12949	-5.5	(E)-phenylacetaldehyde oxime  ->  N-benzylformamide
RXN-11489	nitric oxide dismutase	117.42	2 nitric oxide  ->  N2 + oxygen
RXN-8777	EC 4.2.1.141	-9.166992	2-dehydro-3-deoxy-D-arabinonate  ->  2,5-dioxopentanoate + H2O
RXN-11521	RXN-11521	-40.852997	7-methylxanthine + oxygen + H2O  ->  7-methylurate + hydrogen peroxide
CATECHOL-OXIDASE-RXN	EC 1.10.3.1	-105.69399	2 catechol + oxygen  ->  2 1,2-benzoquinone + 2 H2O
RXN-12536	RXN-12536	-17.121105	(3S)-3-hydroxy-L-arginine  ->  guanidinium + (S)-1-pyrroline-5-carboxylate + H+ + H2O
RXN-16813	EC 1.13.11.-	-72.634125	caffealdehyde + oxygen  ->  (2E,4Z,6E)-5-formyl-2-hydroxy-8-oxoocta-2,4,6-trienoate + H+
TRIMETHYLLYSINE-DIOXYGENASE-RXN	EC 1.14.11.8	-109.620026	N6,N6,N6-trimethyl-L-lysine + 2-oxoglutarate + oxygen  ->  3-hydroxy-N6,N6,N6-trimethyl-L-lysine + succinate + CO2
ORNMUTST-RXN	EC 5.4.3.5	-1.81	D-ornithine  <-->  (2R,4S)-2, 4-diaminopentanoate
RXN-13073	RXN-13073	0.0	L-arginine + L-lysine  =  L-homoarginine + L-ornithine
GALACTOSE-OXIDASE-RXN	EC 1.1.3.9	-26.440002	D-galactopyranose + oxygen  ->  D-galacto-hexodialdose + hydrogen peroxide
ACETYLORNDEACET-RXN	EC 3.5.1.16	-2.6071148	N-acetyl-L-ornithine + H2O  <-->  L-ornithine + acetate
RXN-13093	RXN-13093	1.1482544	furan-2,5-dicarboxylate + H+  ->  2-furoate + CO2
5.4.99.14-RXN	EC 5.4.99.14	-10.79	4-methylmuconolactone  ->  3-methylmuconolactone
TYROSINE-23-AMINOMUTASE-RXN	EC 5.4.3.6	-1.9300003	L-tyrosine  =  beta-tyrosine
CITRAMALATE-LYASE-RXN	EC 4.1.3.22	2.0641174	(S)-citramalate  <-->  pyruvate + acetate
RXN-11608	<i>O</i>-citryl-L-serine decarboxylase	-1.8417206	O-citryl-L-serine + H+  ->  O-citryl-ethanolamine + CO2
RXN-15901	EC 5.4.1.4	0.2400055	D-galactaro-1,5-lactone  ->  D-galactaro-1,4-lactone
GENTISATE-12-DIOXYGENASE-RXN	EC 1.13.11.4	-79.10824	gentisate + oxygen  ->  3-maleylpyruvate + H+
RXN-14459	EC 5.1.1.19	0.0	O-ureido-L-serine  <-->  O-ureido-D-serine
GLUCONATE-DEHYDRATASE-RXN	EC 4.2.1.39/4.2.1.140	-7.1269836	D-gluconate  ->  2-dehydro-3-deoxy-D-gluconate + H2O
UROCANATE-HYDRATASE-RXN	EC 4.2.1.49	5.2630005	urocanate + H2O  ->  4-imidazolone-5-propanoate
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC 2.6.1.44	-0.83000183	glyoxylate + L-alanine  <-->  glycine + pyruvate
RXN-16430	EC 5.1.1.21	-2.6700134	L-isoleucine  =  D-allo-isoleucine
CYTDEAM-RXN	EC 3.5.4.1	8.627003	cytosine + H2O + H+  ->  uracil + ammonium
RXN-14500	RXN-14500	-2.319992	aldehydo-D-mannose  <-->  D-mannopyranose
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	EC 2.3.1.35	-1.2482033	L-glutamate + N-acetyl-L-ornithine  ->  N-acetyl-L-glutamate + L-ornithine
RXN-8986	RXN-8986	10.789982	ascopyrone M  ->  microthecin
XYLONO-14-LACTONASE-RXN	EC 3.1.1.68	-6.347122	D-xylono-1,4-lactone + H2O  ->  D-xylonate + H+
RXN-14969	EC 5.3.1.3	0.3199997	D-altropyranose  <-->  keto-D-psicose
RXN-8017	RXN-8017	27.31112	ammelide + 2 H+ + H2O  ->  cyanurate + ammonium
RXN-10081	EC 5.5.1.7	-0.85824203	4-methylmuconolactone  <-->  3-methyl-cis,cis-muconate + H+
D-ARABINONOLACTONASE-RXN	EC 3.1.1.30	-6.347122	D-arabinono-1,4-lactone + H2O  ->  D-arabinonate + H+
RXN-13740	EC 1.1.3.5	-33.660004	D-galactopyranose + oxygen  ->  D-galactono-1,5-lactone + hydrogen peroxide
RXN-12735	EC 4.1.3.43	0.5399933	(S)-4-hydroxy-2-oxohexanoate  <-->  pyruvate + 1-propanal
RXN-16490	RXN-16490	-25.64811	5,5-dihydroxy-leucine  ->  3-methyl-pyrroline-5-carboxylate + 2 H2O + H+
4.1.1.75-RXN	EC 4.1.1.75	-4.090004	5-guanidino-2-oxopentanoate + H+  ->  CO2 + 4-guanidinobutyraldehyde
2.6.1.49-RXN	EC 2.6.1.49	1.3241119	L-dopa + 2-oxoglutarate  <-->  3,4-dihydroxyphenylpyruvate + L-glutamate
RXN0-305	EC 5.3.1.22	-1.0	hydroxypyruvate  <-->  tartronate semialdehyde
3-HYDROXYANTHRANILATE-OXIDASE-RXN	EC 1.10.3.5	-70.47	3-hydroxyanthranilate + oxygen  ->  hydrogen peroxide + 6-imino-5-oxocyclohexa-1,3-dienecarboxylate
R217-RXN	EC 4.2.1.114	-0.053009033	cis-(homo)3aconitate + H2O  ->  (-)threo-iso(homo)3citrate
BETA-UREIDOPROPIONASE-RXN	EC 3.5.1.6	3.3611221	3-ureidopropanoate + H2O + 2 H+  ->  beta-alanine + ammonium + CO2
RXN-18513	RXN-18513	-7.9071274	2-deoxy-D-glucono-1,5-lactone + H2O  ->  2-deoxygluconate + H+
GLYOCARBOLIG-RXN	EC 4.1.1.47	-8.025879	2 glyoxylate + H+  ->  CO2 + tartronate semialdehyde
RXN-11761	EC 3.8.1.3	1.1128769	fluoroacetate + H2O  ->  glycolate + fluoride + H+
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC 2.6.1.42	0.5541229	L-valine + 2-oxoglutarate  <-->  L-glutamate + 3-methyl-2-oxobutanoate
RXN-9586	RXN-9586	-20.176987	5-deoxy-5-amino-3-dehydroquinate  ->  5-amino-5-deoxy-3-dehydroshikimate + H2O
RXN-18111	EC 1.13.11.M5	-96.97823	2,3-dihydroxy-4-methoxybenzoate + oxygen  ->  2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate + H+
R305-RXN	EC 1.13.11.M3	-89.83413	2,3,5-trihydroxytoluene + oxygen  ->  2,4,6-trioxoheptanoate + H+
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	7.742325	(3E,5R)-5-carboxy-2-oxohept-3-enedioate + H+  ->  (2Z,4Z)-2-hydroxyhepta-2,4-dienedioate + CO2
R309-RXN	EC 3.5.5.7	-3.7801266	acrylonitrile + 2 H2O  ->  acrylate + ammonium
RXN-17511	EC 1.2.3.15	-43.04712	glyoxal + oxygen + H2O  ->  glyoxylate + hydrogen peroxide + H+
DHSHIKIMATE-DEHYDRO-RXN	EC 4.2.1.118	-10.716995	3-dehydroshikimate  ->  protocatechuate + H2O
GUANINE-DEAMINASE-RXN	EC 3.5.4.3	-4.1229954	guanine + H+ + H2O  ->  ammonium + xanthine
PUTRESCINE-OXIDASE-RXN	EC 1.4.3.10	-23.338882	putrescine + oxygen + H2O  ->  ammonium + hydrogen peroxide + 4-aminobutanal
ARGDECARBOX-RXN	EC 4.1.1.19	-3.7141113	L-arginine + H+  <-->  CO2 + agmatine
3.5.2.18-RXN	EC 3.5.2.18	12.935768	6-oxo-1,4,5,6-tetrahydronicotinate + 2 H2O  ->  (S)-2-formylglutarate + ammonium
RXN-14636	EC 4.2.1.145	-17.72699	(3S)-3-hydroxy-L-arginine  =  (2S,3R)-capreo-mycidine 5 + H2O + H+
4.3.1.15-RXN	EC 4.3.1.15	-5.8571243	2,3-diaminopropanoate + H2O  ->  2 ammonium + pyruvate
RXN-7541	EC 2.5.1.53	-3.5541077	uracil + O-acetyl-L-serine  ->  L-willardiine + acetate + H+
RXN-13372	EC 3.7.1.-	-13.6471405	3-maleylpyruvate + H2O  ->  fumarate + pyruvate + H+
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	EC 3.5.1.53	2.1128807	N-carbamoylputrescine + 2 H+ + H2O  ->  putrescine + CO2 + ammonium
RXN-8823	EC 1.13.11.-	-71.75413	2,4,5-trihydroxytoluene + oxygen  ->  2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate + H+
STIZOLOBINATE-SYNTHASE-RXN	EC 1.13.11.30	-72.63414	L-dopa + oxygen  ->  2,3-seco-dopa + H+
DIHYDROXYISOVALDEHYDRAT-RXN	EC 4.2.1.9	-6.7470093	(2R)-2,3-dihydroxy-3-methylbutanoate  ->  3-methyl-2-oxobutanoate + H2O
4.99.1.7-RXN	EC 4.99.1.7	-18.487	(Z)-phenylacetaldehyde oxime  ->  phenylacetonitrile + H2O
RXN3O-470	RXN3O-470	-5.3199997	2 acetaldehyde  ->  acetoin
R562-RXN	EC 2.6.1.af	0.32411957	6-aminohexanoate + 2-oxoglutarate  <-->  6-oxohexanoate + L-glutamate
ASPAMINOTRANS-RXN	EC 2.6.1.1	2.9700012	L-aspartate + 2-oxoglutarate  <-->  oxaloacetate + L-glutamate
RXN-9167	RXN-9167	-14.067741	2-oxobutanoate  ->  5-hydroxy-2-oxopentanoate
RXN-18032	RXN-18032	46.761772	hydrogencarbonate  <-->  carbonate + H+
RXN-15123	EC 3.5.99.-	30.33699	2-iminobutanoate + H2O + H+  ->  2-oxobutanoate + ammonium
RXN-8840	EC 3.5.99.5	-3.1329956	(2Z,4E)-2-amino-5-methyl-muconate + H+ + H2O  ->  (E)-5-methyl-2-oxo-3-hex-3-enedioate + ammonium
RXN-13560	EC 3.5.4.-	3.7170029	4-aminophenol + H2O + H+  ->  hydroquinone + ammonium
RXN-12870	RXN-12870	-12.43	2,3-dioxo-L-gulonate  ->  2-carboxy-L-xylonolactone
RXN-13061	EC 1.10.3.-	-105.69399	2 L-dopa + oxygen  ->  2 dopaquinone + 2 H2O
L-PIPECOLATE-OXIDASE-RXN	EC 1.5.3.7	-36.624107	L-pipecolate + oxygen  ->  1-piperideine 6-carboxylate + hydrogen peroxide + H+
HOMOGENTISATE-12-DIOXYGENASE-RXN	EC 1.13.11.5	-83.11824	homogentisate + oxygen  ->  4-maleyl-acetoacetate + H+
R108-RXN	R108-RXN	-2.3630066	2-oxo-4-carboxypent-4-enoate + H2O  =  4-hydroxy-4-methyl-2-oxoglutarate
