FrameId	Name	Kegg	InChI	Smiles	Gibbs-0
CPD-18776	(R)-4-deoxygadusol	NIL	InChI=1S/C8H12O5/c1-13-7-5(10)2-8(12,4-9)3-6(7)11/h9-10,12H,2-4H2,1H3/t8-/m1/s1	COC1(C(=O)CC(CO)(O)CC(O)=1)	-44.59656
ALLYL-ALCOHOL	allyl alcohol	C02001	InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2	C=C[CH]O	41.416725
CPD-11573	2,5-bis-hydroxymethylfuran	C20443	InChI=1S/C6H8O3/c7-3-5-1-2-6(4-8)9-5/h1-2,7-8H,3-4H2	C(O)C1(OC(CO)=CC=1)	-12.381042
CPD-13046	&beta;-D-apiose	C08346	InChI=1S/C5H10O5/c6-1-5(9)2-10-4(8)3(5)7/h3-4,6-9H,1-2H2/t3-,4+,5+/m0/s1	C(O)C1(O)(COC(O)C(O)1)	-78.2388
CPD-15760	<i>aldehydo</i>-D-talose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5-,6+/m1/s1	[CH](=O)C(O)C(O)C(O)C(O)CO	-92.706566
CPD-15629	<i>aldehydo</i>-D-allose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5-,6+/m0/s1	C(O)C(O)C(O)C(O)C(O)[CH]=O	-92.706566
ALTROSE	<i>aldehydo</i>-D-altrose	C06464	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5+,6-/m1/s1	[CH](=O)C(O)C(O)C(O)C(O)CO	-92.706566
CPD-15868	<i>aldehydo</i>-L-lyxose	NIL	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5-/m0/s1	[CH](=O)C(O)C(O)C(O)CO	-76.8288
CPD-10330	&alpha;-D-ribofuranose	NIL	InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5+/m1/s1	C(C1(C(C(C(O1)O)O)O))O	-73.868805
CPD0-1108	&beta;-D-ribofuranose	C16639	InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5-/m1/s1	C(C1(C(O)C(O)C(O)O1))O	-78.908806
CPD-11613	&alpha;-L-mannose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6+/m0/s1	C(O)C1(C(C(C(C(O1)O)O)O)O)	-95.02656
CPD-11611	&beta;-L-mannose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6-/m0/s1	C(O)C1(C(C(C(C(O1)O)O)O)O)	-95.02656
CPD-15383	<i>aldehydo</i>-L-mannose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5-,6-/m0/s1	C(O)C(O)C(O)C(O)C(O)[CH]=O	-92.706566
CPD-10727	&alpha;-L-fructopyranose	NIL	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6+/m0/s1	C(O)C1(O)(OCC(O)C(O)C(O)1)	-94.35655
CPD-10728	&beta;-L-fructopyranose	NIL	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m0/s1	C(O)C1(O)(C(O)C(O)C(O)CO1)	-94.35655
CPD0-1112	&beta;-L-rhamnopyranose	C02338	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6-/m0/s1	CC1(OC(C(C(C1O)O)O)O)	-58.79656
RHAMNOSE	&alpha;-L-rhamnopyranose	C02476	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m0/s1	CC1(C(C(C(C(O1)O)O)O)O)	-58.79656
CPD-15405	<i>aldehydo</i>-L-rhamnose	NIL	InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3/t3-,4-,5-,6-/m0/s1	CC(O)C(O)C(O)C(O)[CH]=O	-56.47655
CPD-13948	L-oleandrose	NIL	InChI=1S/C7H14O4/c1-4-7(9)5(10-2)3-6(8)11-4/h4-9H,3H2,1-2H3/t4-,5-,6?,7-/m0/s1	CC1(C(O)C(OC)CC(O)O1)	16.235676
CPD-11912	L-olivose	NIL	InChI=1S/C6H12O4/c1-3-6(9)4(7)2-5(8)10-3/h3-9H,2H2,1H3/t3-,4-,5?,6-/m0/s1	CC1(C(O)C(O)CC(O)O1)	-18.956558
L-FUCULOSE	L-fuculose	C01721	InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h3,5-8,10-11H,2H2,1H3/t3-,5+,6-/m0/s1	CC(O)C(O)C(O)C(=O)CO	-57.936565
CPD-15812	L-aculose	NIL	InChI=1S/C6H8O3/c1-4-5(7)2-3-6(8)9-4/h2-4,6,8H,1H3/t4-,6-/m0/s1	CC1(C(=O)C=CC(O)O1)	-4.6310353
CPD-15617	<i>aldehydo</i>-L-oleandrose	C08237	InChI=1S/C7H14O4/c1-5(9)7(10)6(11-2)3-4-8/h4-7,9-10H,3H2,1-2H3/t5-,6-,7-/m0/s1	CC(O)C(O)C(OC)CC=O	16.755686
CPD-12959	L-rhodinose	NIL	InChI=1S/C6H12O3/c1-4-5(7)2-3-6(8)9-4/h4-8H,2-3H2,1H3/t4-,5-,6-/m0/s1	CC1(C(O)CCC(O)O1)	20.88344
CPD-8938	3,6-anhydro-L-galactofuranose	NIL	InChI=1S/C6H10O5/c7-1-3(8)6-5(10)4(9)2-11-6/h1,3-6,8-10H,2H2/t3-,4+,5-,6+/m1/s1	[CH](=O)C(O)[CH]1(OCC(O)C(O)1)	-66.00881
CPD-15825	<i>keto</i>-L-tagatose	C21523	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5+,6-/m0/s1	C(O)C(=O)C(O)C(O)C(O)CO	-94.166565
CPD-15810	cinerulose A	NIL	InChI=1S/C6H10O3/c1-4-5(7)2-3-6(8)9-4/h4,6,8H,2-3H2,1H3/t4-,6-/m0/s1	CC1(C(=O)CCC(O)O1)	6.901207
CPD-13430	3,6-anhydro-&alpha;-L-galactopyranose	NIL	InChI=1S/C6H10O5/c7-3-2-1-10-5(3)4(8)6(9)11-2/h2-9H,1H2/t2-,3-,4+,5+,6-/m1/s1	C1(O[CH]2(C([CH]1OC(C(O)2)O)O))	-39.968792
CPD0-2049	6-deoxy-D-sorbose	NIL	InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h3,5-8,10-11H,2H2,1H3/t3-,5+,6+/m1/s1	CC(O)C(O)C(O)C(=O)CO	-57.936565
CPD-20946	L-aceric acid	NIL	InChI=1S/C6H10O6/c1-2-6(11,5(9)10)3(7)4(8)12-2/h2-4,7-8,11H,1H3,(H,9,10)/p-1/t2-,3+,4?,6+/m0/s1	CC1(C(O)(C([O-])=O)C(O)C(O)O1)	-134.03198
CPD-15811	cinerulose B	NIL	InChI=1S/C6H10O4/c1-3-4(7)2-5(8)6(9)10-3/h3,5-6,8-9H,2H2,1H3/t3-,5+,6-/m0/s1	CC1(C(=O)CC(O)C(O)O1)	-32.938793
L-GALACTOSE	&beta;-L-galactose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m0/s1	C(C1(OC(C(C(C1O)O)O)O))O	-95.02656
CPD-13428	&alpha;-L-galactose	C01825	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m0/s1	C(C1(OC(C(C(C1O)O)O)O))O	-95.02656
ALPHA-GLUCOSE	&alpha;-D-glucopyranose	C00267	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1	C(O)C1(OC(C(C(C1O)O)O)O)	-95.02656
GLC	&beta;-D-glucopyranose	C00221	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-15374	<i>aldehydo</i>-D-glucose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6+/m0/s1	[CH](=O)C(C(C(C(CO)O)O)O)O	-92.706566
CPD-3607	L-glucose	D09924	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m0/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-12601	&beta;-D-mannopyranose	C02209	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6-/m1/s1	C(O)C1(C(O)C(O)C(O)C(O)O1)	-95.02656
CPD-13559	&alpha;-D-mannopyranose	C00936	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6+/m1/s1	C(O)C1(C(O)C(O)C(O)C(O)O1)	-95.02656
CPD-15373	<i>aldehydo</i>-D-mannose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5-,6-/m1/s1	[CH](=O)C(O)C(O)C(O)C(O)CO	-92.706566
BETA-D-XYLOSE	&beta;-D-xylopyranose	C02096	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5-/m1/s1	C1(OC(O)C(O)C(O)C(O)1)	-77.3488
XYLOSE	&alpha;-D-xylopyranose	C01394	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5+/m1/s1	C1(OC(O)C(O)C(O)C(O)1)	-77.3488
CPD-15377	<i>aldehydo</i>-D-xylose	NIL	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5+/m0/s1	[CH](=O)C(O)C(O)C(O)CO	-76.8288
CPD-10725	&alpha;-D-fructopyranose	C05003	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6+/m1/s1	C(O)C1(O)(OCC(O)C(O)C(O)1)	-94.35655
CPD-10726	&beta;-D-fructopyranose	NIL	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1	C(O)C1(O)(OCC(O)C(O)C(O)1)	-94.35655
CPD-15382	<i>keto</i>-D-fructose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1	C(O)C(=O)C(O)C(O)C(O)CO	-94.166565
CPD-15757	&beta;-D-idopyranose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6-/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-15758	&alpha;-D-idopyranose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5+,6+/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-15756	<i>aldehydo</i>-D-idose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5+,6+/m1/s1	[CH](=O)C(O)C(O)C(O)C(O)CO	-92.706566
CPD-13829	&alpha;-D-rhamnopyranose	C01684	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6+/m1/s1	CC1(C(C(C(C(O1)O)O)O)O)	-58.79656
CPD-15406	<i>aldehydo</i>-D-rhamnose	NIL	InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3/t3-,4-,5-,6-/m1/s1	CC(O)C(O)C(O)C(O)[CH]=O	-56.47655
CPD-15621	&alpha;-D-gulose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6+/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-15622	&beta;-D-gulose	NIL	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4-,5-,6-/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-15620	<i>aldehydo</i>-D-gulose	NIL	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5-,6-/m0/s1	C(O)C(O)C(O)C(O)C(O)[CH]=O	-92.706566
CPD-13293	&beta;-D-fucose	C02095	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6-/m1/s1	CC1(C(O)C(O)C(O)C(O)O1)	-58.79656
CPD-14019	&alpha;-D-fucose	NIL	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6+/m1/s1	CC1(C(O)C(O)C(O)C(O)O1)	-58.79656
CPD-15618	<i>aldehydo</i>-D-fucose	NIL	InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3/t3-,4+,5+,6-/m1/s1	CC(C(O)C(O)C([CH]=O)O)O	-56.47655
CPD-19333	2-acetamido-4-amino-2,4,6-trideoxy-D-galactose	NIL	InChI=1S/C8H16N2O4/c1-3-5(9)7(12)6(8(13)14-3)10-4(2)11/h3,5-8,12-13H,9H2,1-2H3,(H,10,11)/p+1/t3-,5+,6-,7+,8?/m1/s1	CC1(C(C(C(C(O)O1)NC(C)=O)O)[N+])	33.14699
CPD-19334	<i>N</i>-acetylbacillosamine	NIL	InChI=1S/C8H16N2O4/c1-3-5(9)7(12)6(8(13)14-3)10-4(2)11/h3,5-8,12-13H,9H2,1-2H3,(H,10,11)/p+1/t3-,5-,6-,7+,8?/m1/s1	CC1(C(C(C(C(O)O1)NC(C)=O)O)[N+])	33.14699
CPD-15941	6-deoxy-&alpha;-D-allose	NIL	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4-,5-,6+/m1/s1	CC1(C(O)C(O)C(O)C(O)O1)	-58.79656
ALPHA-D-GALACTOSE	&alpha;-D-galactose	C00984	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
GALACTOSE	&beta;-D-galactose	C00962	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6-/m1/s1	C(O)C1(OC(O)C(O)C(O)C(O)1)	-95.02656
CPD-15590	<i>aldehydo</i>-D-galactose	C01582	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4+,5+,6-/m0/s1	[CH](=O)C(C(C(C(CO)O)O)O)O	-92.706566
CPD0-1110	&beta;-D-ribopyranose	C08353	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4-,5-/m1/s1	C1(OC(C(C(C1O)O)O)O)	-77.3488
CPD-15829	&alpha;-D-ribopyranose	NIL	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4-,5+/m1/s1	C1(OC(C(C(C1O)O)O)O)	-77.3488
CPD-12047	&alpha;-D-arabinopyranose	NIL	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5+/m1/s1	C1(OC(O)C(O)C(O)C(O)1)	-77.3488
CPD-12049	&beta;-D-arabinopyranose	NIL	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1	C1(OC(O)C(O)C(O)C(O)1)	-77.3488
CPD-15700	<i>aldehydo</i>-D-arabinose	NIL	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1	[CH](=O)C(O)C(O)C(O)CO	-76.8288
BETA-L-ARABINOSE	&beta;-L-arabinopyranose	C02479	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m0/s1	C1(C(C(C(C(O1)O)O)O)O)	-77.3488
ARABINOSE	&alpha;-L-arabinopyranose	C02604	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5+/m0/s1	C1(OC(C(C(C1O)O)O)O)	-77.3488
CPD-15699	<i>aldehydo</i>-L-arabinose	C11476	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m0/s1	[CH](=O)C(O)C(O)C(O)CO	-76.8288
CPD-10784	PAI-1-2	C11837	InChI=1S/C8H13NO3/c1-2-3-7(10)9-6-4-5-12-8(6)11/h6H,2-5H2,1H3,(H,9,10)/t6-/m0/s1	CCCC(=O)NC1(CCOC(=O)1)	41.11456
CPD-10781	HAI-1	C11842	InChI=1S/C8H13NO4/c1-5(10)4-7(11)9-6-2-3-13-8(6)12/h5-6,10H,2-4H2,1H3,(H,9,11)/t5-,6+/m1/s1	CC(O)CC(=O)NC1(CCOC(=O)1)	3.0745645
CPD-15554	L-homoserine lactone	NIL	InChI=1S/C4H7NO2/c5-3-1-2-7-4(3)6/h3H,1-2,5H2/p+1/t3-/m0/s1	C1(CC([N+])C(=O)O1)	15.806905
CPD-19915	IM-2	NIL	InChI=1S/C9H16O4/c1-2-3-7(11)8-6(4-10)5-13-9(8)12/h6-8,10-11H,2-5H2,1H3/t6-,7-,8-/m1/s1	CCCC([CH]1([CH](CO)COC(=O)1))O	29.487932
CPD-19080	(2R)-butan-2-ol	NIL	InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3/t4-/m1/s1	CCC(O)C	60.611206
CPD-19081	(2S)-butan-2-ol	NIL	InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3/t4-/m0/s1	CCC(O)C	60.611206
CPD-19082	(2S)-pentan-2-ol	NIL	InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3/t5-/m0/s1	CCCC(O)C	82.773445
CPD-19083	(2R)-pentan-2-ol	NIL	InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3/t5-/m1/s1	CCCC(O)C	82.773445
CPD-15061	2-hydroxy-1-phenyl-1-propanone	NIL	InChI=1S/C9H10O2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,10H,1H3	CC(O)C(=O)C1(=CC=CC=C1)	64.29121
CPD-13229	(<i>E</i>)-2-pentenol	NIL	InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3/b4-3+	CCC=CCO	86.40121
PENTANOL	pentan-1-ol	C16834	InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3	CCCCCO	84.58344
CPD-20998	3,3-dimethyl-1-butanol	NIL	InChI=1S/C6H14O/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3	CC(C)(C)CCO	101.70569
ETOH	ethanol	C00469	InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3	CCO	18.186724
BUTANOL	butan-1-ol	C06142	InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3	CCCCO	61.641205
METOH	methanol	C00132	InChI=1S/CH4O/c1-2/h2H,1H3	CO	-0.83551717
CPD-19062	but-1-en-3-ol	NIL	InChI=1S/C4H8O/c1-3-4(2)5/h3-5H,1H2,2H3	C=CC(O)C	61.768967
PROPANOL	propan-1-ol	C05979	InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3	CCCO	40.148968
CPD-20501	1,1-ethanediol	NIL	InChI=1S/C2H6O2/c1-2(3)4/h2-4H,1H3	CC(O)O	-19.943277
CPD-9057	1-heptanol	NIL	InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3	CCCCCCCO	128.90793
HEXANOL-CMPD	1-hexanol	NIL	InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3	CCCCCCO	106.74568
CPD-21242	(3E)-hex-3-en-1-ol	NIL	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3+	CCC=CCCO	108.56345
2-ETHYLHEXAN-1-OL	2-ethylhexan-1-ol	C02498	InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3	CCCCC(CO)CC	149.2602
OCTANOL	1-octanol	C00756	InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3	CCCCCCCCO	151.07019
CPD-18994	heptan-2-ol	NIL	InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3	CCCCCC(O)C	127.09793
CPD-18995	octan-2-ol	NIL	InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3	CCCCCCC(O)C	149.2602
CPD-18993	hexan-2-ol	NIL	InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3	CCCCC(O)C	104.935684
CPD-17141	D-glucaro-1,4-lactone	NIL	InChI=1S/C6H8O7/c7-1-2(8)6(12)13-4(1)3(9)5(10)11/h1-4,7-9H,(H,10,11)/p-1/t1-,2-,3?,4+/m1/s1	C(=O)([O-])C(O)C1(C(O)C(O)C(=O)O1)	-187.41423
CPD-10834	3-methyl-<i>cis</i>-dienelactone	NIL	InChI=1S/C7H6O4/c1-4-2-7(10)11-5(4)3-6(8)9/h2-3H,1H3,(H,8,9)/p-1/b5-3+	CC1(=CC(=O)OC(=CC(=O)[O-])1)	-91.89646
CPD-15570	<i>N</i>-isovaleryl-L-homoserine lactone	C20673	InChI=1S/C9H15NO3/c1-6(2)5-8(11)10-7-3-4-13-9(7)12/h6-7H,3-5H2,1-2H3,(H,10,11)/t7-/m0/s1	CC(C)CC(=O)NC1(CCOC(=O)1)	61.466805
CPD-10651	2-methyl-<I>cis</I>-dienelactone	NIL	InChI=1S/C7H6O4/c1-4-2-5(3-6(8)9)11-7(4)10/h2-3H,1H3,(H,8,9)/p-1/b5-3+	CC1(=CC(=CC(=O)[O-])OC(=O)1)	-91.89646
4-CARBOXYMETHYLENEBUT-2-EN-4-OLIDE	<i>cis</i>-dienelactone	C04431	InChI=1S/C6H4O4/c7-5(8)3-4-1-2-6(9)10-4/h1-3H,(H,7,8)/p-1/b4-3-	C1(=CC(=O)OC(=CC(=O)[O-])1)	-110.8087
CPD-17154	L-fucono-1,4-lactone	NIL	InChI=1S/C6H10O5/c1-2(7)5-3(8)4(9)6(10)11-5/h2-5,7-9H,1H3/t2-,3+,4+,5-/m1/s1	CC(O)C1(C(O)C(O)C(=O)O1)	-76.83881
CPD-13413	D-ribono-1,4-lactone	NIL	InChI=1S/C5H8O5/c6-1-2-3(7)4(8)5(9)10-2/h2-4,6-8H,1H2/t2-,3-,4-/m1/s1	C(O)C1(C(O)C(O)C(=O)O1)	-97.19104
CPD-330	L-galactono-1,4-lactone	C01115	InChI=1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2/t2-,3-,4-,5+/m0/s1	C(O)C(O)[CH]1(C(O)C(O)C(=O)O1)	-113.06881
CPD-16522	D-galactaro-1,4-lactone	NIL	InChI=1S/C6H8O7/c7-1-2(8)6(12)13-4(1)3(9)5(10)11/h1-4,7-9H,(H,10,11)/p-1/t1-,2-,3?,4-/m1/s1	C(=O)([O-])C(O)C1(C(O)C(O)C(=O)O1)	-187.41423
CPD-10653	2-methyl-<i>trans</i>-dienelactone	NIL	InChI=1S/C7H6O4/c1-4-2-5(3-6(8)9)11-7(4)10/h2-3H,1H3,(H,8,9)/p-1/b5-3-	CC1(=CC(=CC(=O)[O-])OC(=O)1)	-91.89646
CPD-13414	&alpha;-hydroxyglutarate-&gamma;-lactone	NIL	InChI=1S/C5H6O4/c6-4-2-1-3(9-4)5(7)8/h3H,1-2H2,(H,7,8)/p-1/t3-/m0/s1	C([O-])(=O)C1(OC(=O)CC1)	-91.856445
D-GALACTONO-1-4-LACTONE	D-galactono-1,4-lactone	C03383	InChI=1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2/t2-,3-,4-,5+/m1/s1	C(O)C(O)[CH]1(C(O)C(O)C(=O)O1)	-113.06881
CPD-10608	<i>trans</i>-dienelactone	C12838	InChI=1S/C6H4O4/c7-5(8)3-4-1-2-6(9)10-4/h1-3H,(H,7,8)/p-1/b4-3+	C1(=CC(=O)OC(=CC(=O)[O-])1)	-110.8087
CPD-19606	2-keto-4-hydroxybutyrolactone	NIL	InChI=1S/C4H4O4/c5-2-1-3(6)8-4(2)7/h3,6H,1H2	C1(O)(OC(=O)C(=O)C1)	-91.03551
CPD-12595	D-glucaro-1,5-lactone	NIL	InChI=1S/C6H8O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,7-9H,(H,10,11)/p-1/t1-,2-,3+,4-/m0/s1	C(C1(C(C(C(C(O1)=O)O)O)O))([O-])=O	-187.65424
CPD-19841	2-deoxy-D-glucono-1,5-lactone	NIL	InChI=1S/C6H10O5/c7-2-4-6(10)3(8)1-5(9)11-4/h3-4,6-8,10H,1-2H2/t3-,4-,6+/m1/s1	C(O)C1(OC(CC(C1O)O)=O)	-73.468796
CPD-17138	D-galactaro-1,5-lactone	NIL	InChI=1S/C6H8O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,7-9H,(H,10,11)/p-1/t1-,2+,3+,4-/m0/s1	C(C1(C(C(C(C(O1)=O)O)O)O))([O-])=O	-187.65424
CPD-14779	D-galactono-1,5-lactone	C02669	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3+,4+,5-/m1/s1	C(O)C1(OC(C(C(C1O)O)O)=O)	-113.30881
CPD-6862	triacetate lactone	C02752	InChI=1S/C6H6O3/c1-4-2-5(7)3-6(8)9-4/h2-3,7H,1H3/p-1	CC1(OC(=O)C=C([O-])C=1)	-41.03646
